url,uni,aca,name
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/35.html,  北京科技大学,自动化系,石中锁
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/36.html,  北京科技大学,自动化系,孙昌国
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/37.html,  北京科技大学,自动化系,孙 铁
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/41.html,  北京科技大学,自动化系,邵立珍
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/55.html,  北京科技大学,自动化系,舒雄鹰
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/61.html,  北京科技大学,自动化系,史雪飞
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/75.html,  北京科技大学,自动化系,孙乐殿
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/72.html,  北京科技大学,自动化系,童朝南
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/85.html,  北京科技大学,自动化系,吴华怡
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/38.html,  北京科技大学,自动化系,王丽君
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/39.html,  北京科技大学,自动化系,王 莉
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/40.html,  北京科技大学,自动化系,王玲
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/62.html,  北京科技大学,自动化系, 王粉花
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/63.html,  北京科技大学,自动化系,王 宏
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/64.html,  北京科技大学,自动化系,王新平
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/65.html,  北京科技大学,自动化系,伍春洪
http://saee.ustb.edu.cn/quantijiaoshi/2016-09-08/106.html,  北京科技大学,自动化系,魏清阳
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/88.html,  北京科技大学,自动化系,王俊伟
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-11/102.html,  北京科技大学,自动化系,王国霞
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/18.html,  北京科技大学,自动化系,忻欣
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/42.html,  北京科技大学,自动化系,徐正光
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/66.html,  北京科技大学,自动化系, 薛燕
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/76.html,  北京科技大学,自动化系,薛彪
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/80.html,  北京科技大学,自动化系,肖文栋
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/95.html,  北京科技大学,自动化系,徐银梅
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/8.html,  北京科技大学,自动化系,杨淑华
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/11.html,  北京科技大学,自动化系,   尤佳
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/44.html,  北京科技大学,自动化系,杨 旭
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/46.html,  北京科技大学,自动化系,袁 立
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/73.html,  北京科技大学,自动化系,杨卫东
http://saee.ustb.edu.cn/quantijiaoshi/2015-09-23/74.html,  北京科技大学,自动化系,尹怡欣
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/86.html,  北京科技大学,自动化系,余瑶
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/96.html,  北京科技大学,自动化系,元佳聪
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/101.html,  北京科技大学,自动化系,杨守功
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-11/104.html,  北京科技大学,自动化系,阎群
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/7.html,  北京科技大学,自动化系, 张笑菲
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/13.html,  北京科技大学,自动化系,张森
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/21.html,  北京科技大学,自动化系,赵 清
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/23.html,  北京科技大学,自动化系,曾慧
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/27.html,  北京科技大学,自动化系,张维存
